VIRGO_ID	Species
V1578085	not assigned
V1553970	Gardnerella_leopoldii
V1583435	Gardnerella_sp3
V1583442	not assigned
V1583452	not assigned
V1583483	not assigned
V1583489	not assigned
V1103277	Gardnerella_sp8
V1583491	not assigned
V1705052	Gardnerella_leopoldii
V1687064	Gardnerella_sp10
V1583522	not assigned
V1705020	Gardnerella_leopoldii
V1583540	not assigned
V1583541	not assigned
V1723195	Gardnerella_vaginalis
V1113176	not assigned
V1093310	not assigned
V1072263	not assigned
V1583593	Gardnerella_sp3
V1583599	not assigned
V1583616	not assigned
V1583650	not assigned
V1086926	not assigned
V1050804	not assigned
V1583709	not assigned
V1138763	Gardnerella_swidsinkii
V1583728	not assigned
V1583760	not assigned
V1100074	not assigned
V1166997	Gardnerella_sp3
V1170361	not assigned
V1583840	not assigned
V1171455	not assigned
V1612136	Gardnerella_sp10
V1176171	not assigned
V1554100	not assigned
V1243609	not assigned
V1244291	not assigned
V1295811	Gardnerella_sp3
V1317281	not assigned
V1583913	not assigned
V1583917	not assigned
V1583953	not assigned
V1347506	not assigned
V1583970	not assigned
V1583976	not assigned
V1583989	not assigned
V1500593	not assigned
V1584012	not assigned
V1380846	not assigned
V1584021	not assigned
V1584031	not assigned
V1584033	not assigned
V1603125	not assigned
V1736905	Gardnerella_vaginalis
V1584078	not assigned
V1584085	Gardnerella_vaginalis
V1413697	not assigned
V1459347	not assigned
V1584155	not assigned
V1584179	not assigned
V1584180	not assigned
V1482519	Gardnerella_sp8
V1099360	not assigned
V1506853	not assigned
V1584225	Gardnerella_vaginalis
V1584226	not assigned
V1584238	not assigned
V1508086	not assigned
V1531622	not assigned
V1365062	not assigned
V1549332	not assigned
V1584271	not assigned
V1584297	Gardnerella_vaginalis
V1584315	not assigned
V1584324	not assigned
V1549794	Gardnerella_vaginalis
V1604159	not assigned
V1584362	not assigned
V1723146	Gardnerella_vaginalis
V1584372	Gardnerella_piotii
V1584382	not assigned
V1584385	not assigned
V1584386	not assigned
V1391937	Gardnerella_vaginalis
V1584393	Gardnerella_sp3
V1584429	not assigned
V1584436	Gardnerella_vaginalis
V1584442	not assigned
V1723559	Gardnerella_vaginalis
V1834876	Gardnerella_vaginalis
V1584446	not assigned
V1584491	not assigned
V1199872	Gardnerella_sp10
V1584517	not assigned
V1199863	Gardnerella_sp10
V1584528	not assigned
V1584535	not assigned
V1584536	Gardnerella_vaginalis
V1584549	not assigned
V1584557	not assigned
V1584560	not assigned
V1584591	Gardnerella_vaginalis
V1584592	not assigned
V1584609	Gardnerella_vaginalis
V1072092	not assigned
V1584615	not assigned
V1072195	not assigned
V1584621	not assigned
V1584622	not assigned
V1584626	not assigned
V1072727	not assigned
V1584657	Gardnerella_vaginalis
V1584668	not assigned
V1881264	Gardnerella_vaginalis
V1881249	Gardnerella_vaginalis
V1318169	not assigned
V1584697	not assigned
V1584701	not assigned
V1584707	not assigned
V1584717	not assigned
V1584719	not assigned
V1584730	not assigned
V1584731	not assigned
V1584734	not assigned
V1500105	not assigned
V1584740	not assigned
V1584751	not assigned
V1101007	not assigned
V1103593	not assigned
V1584771	Gardnerella_vaginalis
V1584774	not assigned
V1584787	not assigned
V1584788	Gardnerella_vaginalis
V1584790	not assigned
V1141379	Gardnerella_vaginalis
V1584835	Gardnerella_vaginalis
V1584840	Gardnerella_vaginalis
V1584847	not assigned
V1584858	not assigned
V1167983	not assigned
V1584906	not assigned
V1077965	not assigned
V1584924	not assigned
V1584933	not assigned
V1584934	Gardnerella_vaginalis
V1584942	not assigned
V1584975	not assigned
V1584976	not assigned
V1098965	not assigned
V1584995	not assigned
V1011157	Gardnerella_sp9
V1585016	not assigned
V1321997	not assigned
V1585020	not assigned
V1006901	Gardnerella_sp9
V1329853	not assigned
V1337278	Gardnerella_sp3
V1355831	not assigned
V1585072	not assigned
V1585073	not assigned
V1585079	not assigned
V1585083	not assigned
V1585095	not assigned
V1585113	not assigned
V1585130	not assigned
V1356064	not assigned
V1585141	not assigned
V1380994	not assigned
V1585173	not assigned
V1585247	not assigned
V1199802	Gardnerella_sp10
V1585253	not assigned
V1396139	not assigned
V1585295	not assigned
V1356825	not assigned
V1585346	Gardnerella_vaginalis
V1173725	not assigned
V1436567	Gardnerella_piotii
V1438631	Gardnerella_sp12
V1458689	not assigned
V1585405	Gardnerella_sp3
V1459394	not assigned
V1585446	Gardnerella_sp14
V1468025	Gardnerella_vaginalis
V1585524	Gardnerella_sp3
V1499711	not assigned
V1483412	Gardnerella_sp9
V1585559	not assigned
V1585609	not assigned
V1548604	not assigned
V1329881	Gardnerella_swidsinkii
V1585688	not assigned
V1585711	not assigned
V1585712	not assigned
V1585767	not assigned
V1198593	Gardnerella_swidsinkii
V1585786	Gardnerella_leopoldii
V1585813	Gardnerella_vaginalis
V1585899	Gardnerella_sp2
V1585923	Gardnerella_vaginalis
V1704950	Gardnerella_sp2
V1586052	not assigned
V1586116	not assigned
V1586139	Gardnerella_vaginalis
V1586153	not assigned
V1586162	Gardnerella_vaginalis
V1586165	Gardnerella_vaginalis
V1619377	not assigned
V1586250	not assigned
V1586289	Gardnerella_vaginalis
V1586355	Gardnerella_vaginalis
V1586455	not assigned
V1586472	Gardnerella_vaginalis
V1620967	not assigned
V1704809	Gardnerella_sp2
V1705065	Gardnerella_vaginalis
V1705085	Gardnerella_vaginalis
V1587209	Gardnerella_vaginalis
V1587282	not assigned
V1587334	not assigned
V1724678	Gardnerella_vaginalis
V1587425	not assigned
V1587495	not assigned
V1587520	not assigned
V1587523	Gardnerella_vaginalis
V1409164	Gardnerella_sp8
V1108785	Gardnerella_swidsinkii
V1587839	Gardnerella_vaginalis
V1587992	not assigned
V1588183	not assigned
V1588464	Gardnerella_vaginalis
V1043450	not assigned
V1588517	not assigned
V1588564	Gardnerella_vaginalis
V1588635	Gardnerella_vaginalis
V1588657	Gardnerella_vaginalis
V1588870	Gardnerella_vaginalis
V1151903	not assigned
V1589149	Gardnerella_vaginalis
V1589224	not assigned
V1589347	Gardnerella_vaginalis
V1394774	not assigned
V1589653	Gardnerella_sp14
V1590799	not assigned
V1172556	not assigned
V1592976	Gardnerella_sp7
V1192367	not assigned
V1592978	not assigned
V1592985	Gardnerella_sp7
V1007453	Gardnerella_sp9
V1592990	Gardnerella_sp7
V1592991	Gardnerella_sp7
V1199639	Gardnerella_sp10
V1311645	Gardnerella_sp8
V1312646	not assigned
V1593000	Gardnerella_sp7
V1317216	not assigned
V1329123	Gardnerella_sp8
V1501287	not assigned
V1593013	Gardnerella_sp7
V1347358	not assigned
V1394412	not assigned
V1396202	not assigned
V1593019	not assigned
V1413332	not assigned
V1593021	not assigned
V1593022	Gardnerella_sp7
V1593023	Gardnerella_sp7
V1593026	not assigned
V1593028	Gardnerella_sp7
V1106146	not assigned
V1593041	Gardnerella_sp7
V1593052	not assigned
V1593055	not assigned
V1593159	not assigned
V1593200	Gardnerella_sp12
V1593221	Gardnerella_sp12
V1593245	Gardnerella_sp12
V1421365	not assigned
V1593360	Gardnerella_sp12
V1593382	not assigned
V1438678	Gardnerella_vaginalis
V1593450	Gardnerella_vaginalis
V1593456	not assigned
V1593469	Gardnerella_sp7
V1593471	not assigned
V1593481	Gardnerella_sp14
V1593515	not assigned
V1593517	not assigned
V1593525	not assigned
V1593531	Gardnerella_sp12
V1458440	not assigned
V1500781	not assigned
V1593559	not assigned
V1593568	Gardnerella_sp12
V1593570	not assigned
V1593572	not assigned
V1593592	Gardnerella_sp14
V1501697	not assigned
V1593598	not assigned
V1593622	Gardnerella_sp14
V1593629	Gardnerella_vaginalis
V1593632	Gardnerella_sp7
V1507083	not assigned
V1593644	Gardnerella_sp14
V1593645	Gardnerella_sp14
V1593656	Gardnerella_sp7
V1593659	Gardnerella_sp2
V1593670	not assigned
V1593678	not assigned
V1593679	not assigned
V1593681	Gardnerella_sp14
V1554181	not assigned
V1593683	Gardnerella_sp12
V1574756	not assigned
V1141838	not assigned
V1376015	not assigned
V1585068	not assigned
V1593710	not assigned
V1603618	not assigned
V1593737	not assigned
V1604054	not assigned
V1593744	not assigned
V1593745	not assigned
V1593746	not assigned
V1593756	not assigned
V1704855	Gardnerella_sp2
V1723088	Gardnerella_vaginalis
V1593781	not assigned
V1593789	Gardnerella_sp3
V1593790	not assigned
V1593794	not assigned
V1724032	Gardnerella_vaginalis
V1055907	Gardnerella_sp2
V1819238	Gardnerella_vaginalis
V1315324	not assigned
V1593837	not assigned
V1593838	not assigned
V1593842	not assigned
V1420844	not assigned
V1593845	not assigned
V1593846	not assigned
V1593847	not assigned
V1593848	not assigned
V1044361	not assigned
V1593855	Gardnerella_sp12
V1593860	not assigned
V1593862	Gardnerella_sp7
V1593865	not assigned
V1593866	Gardnerella_vaginalis
V1593889	Gardnerella_sp12
V1072435	not assigned
V1053535	Gardnerella_sp9
V1167282	not assigned
V1593899	not assigned
V1593900	not assigned
V1482740	Gardnerella_sp13
V1593908	Gardnerella_sp7
V1482891	Gardnerella_sp13
V1411693	not assigned
V1593915	not assigned
V1593916	not assigned
V1593918	not assigned
V1593921	Gardnerella_sp8
V1593938	not assigned
V1593958	not assigned
V1593960	not assigned
V1099164	Gardnerella_sp13
V1567711	not assigned
V1593973	Gardnerella_vaginalis
V1291290	not assigned
V1548669	not assigned
V1593976	not assigned
V1593982	not assigned
V1593984	not assigned
V1593985	not assigned
V1594003	not assigned
V1191022	not assigned
V1594018	not assigned
V1191965	not assigned
V1594022	not assigned
V1594023	not assigned
V1594024	not assigned
V1594036	not assigned
V1594037	not assigned
V1594044	not assigned
V1594052	not assigned
V1201503	Gardnerella_sp10
V1594064	not assigned
V1243443	not assigned
V1594068	Gardnerella_sp14
V1594072	not assigned
V1594073	not assigned
V1594076	Gardnerella_sp7
V1244613	not assigned
V1248435	not assigned
V1594099	Gardnerella_sp7
V1291533	not assigned
V1594126	not assigned
V1594151	not assigned
V1594152	not assigned
V1594157	not assigned
V1594164	not assigned
V1594174	not assigned
V1594185	not assigned
V1355915	not assigned
V1594190	not assigned
V1594195	Gardnerella_vaginalis
V1328215	Gardnerella_sp9
V1355916	not assigned
V1594203	not assigned
V1594208	not assigned
V1594209	not assigned
V1072297	Gardnerella_sp11
V1594213	Gardnerella_sp8
V1364918	not assigned
V1594228	not assigned
V1594236	not assigned
V1098844	Gardnerella_sp13
V1594240	not assigned
V1594243	not assigned
V1594245	not assigned
V1594246	Gardnerella_sp7
V1008411	Gardnerella_sp10
V1594252	Gardnerella_sp14
V1594263	not assigned
V1594267	not assigned
V1440316	not assigned
V1488715	not assigned
V1594280	not assigned
V1501277	not assigned
V1594289	not assigned
V1594306	not assigned
V1548768	not assigned
V1594321	not assigned
V1594327	not assigned
V1594332	not assigned
V1548963	not assigned
V1575269	not assigned
V1594516	not assigned
V1098938	Gardnerella_sp13
V1594353	not assigned
V1482630	Gardnerella_sp8
V1594355	not assigned
V1013530	Gardnerella_sp9
V1594369	not assigned
V1594380	not assigned
V1594383	Gardnerella_sp12
V1723150	Gardnerella_vaginalis
V1723813	Gardnerella_vaginalis
V1594402	not assigned
V1594405	not assigned
V1594410	not assigned
V1594416	Gardnerella_sp2
V1036834	Gardnerella_swidsinkii
V1724482	Gardnerella_vaginalis
V1724610	Gardnerella_vaginalis
V1406669	not assigned
V1594446	Gardnerella_sp14
V1737015	Gardnerella_vaginalis
V1594451	not assigned
V1737019	Gardnerella_vaginalis
V1594457	not assigned
V1723907	Gardnerella_vaginalis
V1594465	not assigned
V1834852	Gardnerella_vaginalis
V1595982	not assigned
V1594476	not assigned
V1594500	not assigned
V1084404	Gardnerella_sp10
V1196586	Gardnerella_piotii
V1594505	Gardnerella_vaginalis
V1172059	Gardnerella_sp11
V1594515	not assigned
V1395517	not assigned
V1594519	not assigned
V1594524	not assigned
V1594526	not assigned
V1594530	not assigned
V1594534	not assigned
V1724571	Gardnerella_vaginalis
V1594562	not assigned
V1203682	Gardnerella_sp10
V1594568	not assigned
V1574902	Gardnerella_sp13
V1176150	not assigned
V1594586	not assigned
V1594595	Gardnerella_sp3
V1072460	Gardnerella_sp11
V1594610	not assigned
V1594614	not assigned
V1594628	not assigned
V1594629	not assigned
V1008636	Gardnerella_sp9
V1099432	Gardnerella_sp13
V1594662	not assigned
V1594668	Gardnerella_sp3
V1594681	Gardnerella_vaginalis
V1594683	not assigned
V1468816	not assigned
V1594689	not assigned
V1594693	Gardnerella_sp3
V1151928	not assigned
V1505447	Gardnerella_sp8
V1594711	not assigned
V1287634	not assigned
V1483526	not assigned
V1594735	Gardnerella_vaginalis
V1337352	not assigned
V1351458	not assigned
V1355207	not assigned
V1594744	not assigned
V1360238	Gardnerella_sp3
V1401151	not assigned
V1436439	not assigned
V1583911	not assigned
V1594787	not assigned
V1482695	not assigned
V1291531	not assigned
V1594806	Gardnerella_vaginalis
V1594824	not assigned
V1394408	not assigned
V1594842	Gardnerella_leopoldii
V1594845	not assigned
V1564182	not assigned
V1594866	not assigned
V1403333	not assigned
V1594877	not assigned
V1579925	Gardnerella_vaginalis
V1071180	not assigned
V1594895	not assigned
V1594901	not assigned
V1010445	Gardnerella_sp8
V1594924	Gardnerella_sp2
V1723105	Gardnerella_vaginalis
V1594970	not assigned
V1594983	Gardnerella_vaginalis
V1594995	not assigned
V1594999	not assigned
V1723301	Gardnerella_vaginalis
V1068839	Gardnerella_sp11
V1595012	not assigned
V1724749	Gardnerella_vaginalis
V1595025	not assigned
V1068838	Gardnerella_sp11
V1736901	Gardnerella_vaginalis
V1595104	not assigned
V1595109	Gardnerella_vaginalis
V1602740	Gardnerella_sp13
V1595122	Gardnerella_sp3
V1071349	Gardnerella_sp11
V1595169	not assigned
V1369507	not assigned
V1199988	Gardnerella_sp10
V1396627	not assigned
V1040014	not assigned
V1595242	not assigned
V1074715	Gardnerella_sp9
V1098839	not assigned
V1595343	not assigned
V1102579	Gardnerella_sp12
V1377485	Gardnerella_sp11
V1082944	Gardnerella_sp11
V1595455	not assigned
V1099370	Gardnerella_sp13
V1595481	not assigned
V1611995	Gardnerella_sp10
V1595612	not assigned
V1157529	not assigned
V1595616	not assigned
V1595625	not assigned
V1723193	Gardnerella_vaginalis
V1595676	not assigned
V1400248	Gardnerella_sp13
V1075766	not assigned
V1087233	not assigned
V1314425	not assigned
V1328241	not assigned
V1334770	not assigned
V1036268	Gardnerella_swidsinkii
V1595971	not assigned
V1343601	Gardnerella_piotii
V1596069	not assigned
V1385996	not assigned
V1596208	not assigned
V1596290	not assigned
V1395080	not assigned
V1596294	not assigned
V1596298	not assigned
V1137268	Gardnerella_sp3
V1596346	Gardnerella_sp7
V1596365	Gardnerella_vaginalis
V1405121	not assigned
V1596783	Gardnerella_vaginalis
V1420767	not assigned
V1596785	Gardnerella_vaginalis
V1596878	not assigned
V1596952	Gardnerella_vaginalis
V1596959	Gardnerella_vaginalis
V1596972	not assigned
V1597006	not assigned
V1597013	Gardnerella_vaginalis
V1597024	Gardnerella_vaginalis
V1597039	not assigned
V1597041	not assigned
V1597075	Gardnerella_vaginalis
V1597120	Gardnerella_vaginalis
V1597164	Gardnerella_vaginalis
V1597170	not assigned
V1597179	not assigned
V1597200	not assigned
V1597201	not assigned
V1597269	not assigned
V1597289	not assigned
V1597376	Gardnerella_vaginalis
V1597466	Gardnerella_vaginalis
V1597556	not assigned
V1597584	not assigned
V1597598	not assigned
V1597715	Gardnerella_vaginalis
V1597880	not assigned
V1598036	Gardnerella_vaginalis
V1598086	not assigned
V1598197	Gardnerella_vaginalis
V1600169	not assigned
V1600171	Gardnerella_vaginalis
V1600172	Gardnerella_vaginalis
V1600175	Gardnerella_vaginalis
V1600180	not assigned
V1068840	Gardnerella_sp11
V1602699	not assigned
V1098868	Gardnerella_sp13
V1195045	Gardnerella_sp13
V1068996	Gardnerella_sp11
V1099459	Gardnerella_sp13
V1602766	not assigned
V1602790	not assigned
V1099039	Gardnerella_sp13
V1504244	Gardnerella_sp11
V1499927	Gardnerella_vaginalis
V1602820	Gardnerella_sp14
V1555103	not assigned
V1067239	Gardnerella_sp11
V1602847	not assigned
V1574393	not assigned
V1602859	not assigned
V1602862	Gardnerella_sp8
V1579483	not assigned
V1440407	Gardnerella_leopoldii
V1736927	Gardnerella_vaginalis
V1687035	Gardnerella_sp10
V1314793	not assigned
V1099281	Gardnerella_sp13
V1018315	Gardnerella_sp9
V1099405	Gardnerella_sp13
V1394437	not assigned
V1602934	not assigned
V1602957	not assigned
V1145212	Gardnerella_vaginalis
V1357816	not assigned
V1180260	not assigned
V1602967	not assigned
V1275113	not assigned
V1086508	Gardnerella_sp9
V1099216	Gardnerella_sp13
V1602978	not assigned
V1067224	Gardnerella_sp11
V1602981	not assigned
V1736944	Gardnerella_vaginalis
V1602983	not assigned
V1171397	not assigned
V1241611	not assigned
V1724821	Gardnerella_vaginalis
V1505005	Gardnerella_sp2
V1329745	not assigned
V1603025	not assigned
V1603027	Gardnerella_vaginalis
V1099201	Gardnerella_sp13
V1070166	Gardnerella_sp11
V1099356	Gardnerella_sp13
V1176491	Gardnerella_sp11
V1483042	not assigned
V1099272	Gardnerella_sp13
V1100353	not assigned
V1603069	Gardnerella_sp9
V1356750	not assigned
V1357032	not assigned
V1364686	not assigned
V1603086	not assigned
V1069924	Gardnerella_sp11
V1375687	Gardnerella_sp8
V1397129	not assigned
V1397260	not assigned
V1410085	not assigned
V1316263	not assigned
V1414571	not assigned
V1482849	not assigned
V1482986	Gardnerella_vaginalis
V1603140	Gardnerella_piotii
V1483678	not assigned
V1510012	not assigned
V1603151	not assigned
V1603152	not assigned
V1603153	not assigned
V1039911	not assigned
V1562420	not assigned
V1563936	not assigned
V1603186	Gardnerella_vaginalis
V1575239	not assigned
V1612440	Gardnerella_sp3
V1329804	not assigned
V1603242	not assigned
V1603254	Gardnerella_vaginalis
V1705064	Gardnerella_vaginalis
V1723515	Gardnerella_vaginalis
V1724281	Gardnerella_vaginalis
V1072032	not assigned
V1603286	Gardnerella_vaginalis
V1603288	not assigned
V1603296	Gardnerella_piotii
V1603297	not assigned
V1008720	Gardnerella_sp9
V1881324	Gardnerella_vaginalis
V1076017	not assigned
V1008425	Gardnerella_sp9
V1314655	Gardnerella_sp13
V1819277	Gardnerella_vaginalis
V1548091	not assigned
V1171651	not assigned
V1603342	not assigned
V1603350	not assigned
V1603371	Gardnerella_piotii
V1603384	Gardnerella_sp3
V1603390	Gardnerella_piotii
V1192558	not assigned
V1603402	not assigned
V1603406	Gardnerella_piotii
V1603410	Gardnerella_vaginalis
V1200269	Gardnerella_sp10
V1583035	not assigned
V1071283	not assigned
V1603422	not assigned
V1603426	Gardnerella_sp3
V1378799	Gardnerella_sp8
V1736915	Gardnerella_vaginalis
V1603433	not assigned
V1603434	not assigned
V1067887	Gardnerella_sp11
V1687058	Gardnerella_sp10
V1603450	Gardnerella_piotii
V1370006	not assigned
V1370203	not assigned
V1396685	not assigned
V1603481	not assigned
V1603492	not assigned
V1603496	not assigned
V1075454	Gardnerella_sp9
V1483058	not assigned
V1032070	not assigned
V1527054	not assigned
V1603522	Gardnerella_sp3
V1724657	Gardnerella_vaginalis
V1603542	not assigned
V1268574	not assigned
V1108326	Gardnerella_vaginalis
V1603592	not assigned
V1603607	not assigned
V1603613	Gardnerella_piotii
V1574877	not assigned
V1603620	Gardnerella_vaginalis
V1603624	not assigned
V1603273	not assigned
V1507034	Gardnerella_sp9
V1687087	Gardnerella_sp10
V1687730	Gardnerella_vaginalis
V1603680	not assigned
V1723288	Gardnerella_vaginalis
V1603700	not assigned
V1881349	Gardnerella_vaginalis
V1603706	not assigned
V1603711	Gardnerella_vaginalis
V1176020	not assigned
V1014112	Gardnerella_sp9
V1603741	not assigned
V1603755	Gardnerella_sp3
V1603757	Gardnerella_vaginalis
V1603775	Gardnerella_vaginalis
V1152006	Gardnerella_swidsinkii
V1074436	Gardnerella_sp3
V1313653	not assigned
V1881146	Gardnerella_vaginalis
V1603808	not assigned
V1603809	not assigned
V1603814	Gardnerella_piotii
V1036932	Gardnerella_swidsinkii
V1137008	not assigned
V1603854	Gardnerella_piotii
V1151829	not assigned
V1152398	not assigned
V1172566	not assigned
V1195497	not assigned
V1881134	Gardnerella_vaginalis
V1603895	not assigned
V1603901	Gardnerella_sp7
V1314490	Gardnerella_sp11
V1099379	Gardnerella_sp13
V1603916	Gardnerella_vaginalis
V1151837	not assigned
V1603943	not assigned
V1157767	not assigned
V1603962	Gardnerella_vaginalis
V1346923	not assigned
V1509314	Gardnerella_sp9
V1604017	not assigned
V1604018	not assigned
V1356996	not assigned
V1604068	not assigned
V1548460	not assigned
V1382670	not assigned
V1736882	Gardnerella_vaginalis
V1604123	not assigned
V1499781	not assigned
V1368235	not assigned
V1409358	not assigned
V1499206	Gardnerella_sp8
V1420854	Gardnerella_sp13
V1604240	not assigned
V1604326	not assigned
V1604349	not assigned
V1604351	not assigned
V1604362	Gardnerella_vaginalis
V1604376	not assigned
V1604380	not assigned
V1527016	Gardnerella_vaginalis
V1413125	not assigned
V1604426	not assigned
V1604446	not assigned
V1498960	Gardnerella_sp13
V1604468	not assigned
V1604522	not assigned
V1604596	not assigned
V1567797	not assigned
V1617665	not assigned
V1604768	not assigned
V1010969	not assigned
V1604823	Gardnerella_leopoldii
V1881212	Gardnerella_vaginalis
V1604958	not assigned
V1605008	not assigned
V1483018	Gardnerella_piotii
V1606572	Gardnerella_vaginalis
V1606573	Gardnerella_vaginalis
V1606574	Gardnerella_vaginalis
V1606575	Gardnerella_vaginalis
V1736884	Gardnerella_vaginalis
V1834854	Gardnerella_vaginalis
V1043746	not assigned
V1606979	not assigned
V1195098	Gardnerella_sp13
V1610362	Gardnerella_vaginalis
V1610704	not assigned
V1082442	not assigned
V1610844	Gardnerella_vaginalis
V1610868	Gardnerella_vaginalis
V1611151	not assigned
V1611172	not assigned
V1611225	Gardnerella_vaginalis
V1611239	Gardnerella_vaginalis
V1611259	not assigned
V1611410	not assigned
V1611468	Gardnerella_vaginalis
V1611550	not assigned
V1611574	not assigned
V1611729	not assigned
V1611845	Gardnerella_sp12
V1098912	Gardnerella_sp13
V1427121	Gardnerella_sp8
V1611880	Gardnerella_sp12
V1611882	not assigned
V1611885	not assigned
V1611890	Gardnerella_sp14
V1151376	not assigned
V1192972	not assigned
V1704931	Gardnerella_sp2
V1200193	Gardnerella_sp10
V1611913	Gardnerella_sp12
V1611920	Gardnerella_sp12
V1611922	not assigned
V1611923	Gardnerella_sp14
V1611931	Gardnerella_sp14
V1611932	not assigned
V1611936	not assigned
V1611938	not assigned
V1611940	not assigned
V1310985	not assigned
V1611944	Gardnerella_sp12
V1180915	not assigned
V1611971	Gardnerella_vaginalis
V1611972	Gardnerella_sp12
V1611973	not assigned
V1611976	Gardnerella_sp8
V1594720	not assigned
V1611981	not assigned
V1328622	not assigned
V1344774	not assigned
V1583905	not assigned
V1356917	not assigned
V1045429	not assigned
V1612000	not assigned
V1369135	not assigned
V1612006	Gardnerella_piotii
V1420689	Gardnerella_sp13
V1612010	not assigned
V1612011	not assigned
V1612012	Gardnerella_sp10
V1612013	Gardnerella_sp10
V1687086	Gardnerella_sp10
V1394642	not assigned
V1403974	not assigned
V1406333	not assigned
V1612030	not assigned
V1575031	not assigned
V1575463	not assigned
V1612041	Gardnerella_sp9
V1612042	Gardnerella_sp10
V1583958	not assigned
V1612051	Gardnerella_sp10
V1612052	not assigned
V1587093	not assigned
V1723743	Gardnerella_vaginalis
V1411787	not assigned
V1736999	Gardnerella_vaginalis
V1082626	not assigned
V1612062	not assigned
V1612063	Gardnerella_sp12
V1612064	Gardnerella_sp12
V1603104	not assigned
V1612068	not assigned
V1612069	Gardnerella_sp14
V1612072	not assigned
V1704901	Gardnerella_sp2
V1612079	Gardnerella_sp9
V1070135	not assigned
V1195315	not assigned
V1612083	Gardnerella_sp14
V1612084	Gardnerella_sp14
V1612086	Gardnerella_sp12
V1444960	not assigned
V1612093	not assigned
V1612094	Gardnerella_sp14
V1612095	Gardnerella_sp12
V1612098	not assigned
V1612106	Gardnerella_sp14
V1612107	Gardnerella_sp14
V1102932	not assigned
V1612119	not assigned
V1106601	Gardnerella_vaginalis
V1612121	Gardnerella_sp10
V1612123	Gardnerella_sp2
V1109933	not assigned
V1141842	not assigned
V1612126	Gardnerella_sp3
V1179936	not assigned
V1170064	not assigned
V1193647	not assigned
V1612140	Gardnerella_sp14
V1195336	not assigned
V1199769	Gardnerella_sp10
V1612158	Gardnerella_sp14
V1612160	not assigned
V1199776	Gardnerella_sp10
V1612163	not assigned
V1612164	not assigned
V1317144	not assigned
V1337379	Gardnerella_vaginalis
V1577475	not assigned
V1612189	not assigned
V1612190	not assigned
V1612191	not assigned
V1603194	Gardnerella_sp8
V1144875	Gardnerella_swidsinkii
V1612200	Gardnerella_sp12
V1612201	Gardnerella_sp12
V1612204	not assigned
V1413629	not assigned
V1612219	Gardnerella_sp14
V1612221	Gardnerella_sp7
V1458415	not assigned
V1612226	Gardnerella_sp10
V1413137	Gardnerella_sp14
V1612233	Gardnerella_sp3
V1612234	not assigned
V1612237	not assigned
V1612252	not assigned
V1603068	not assigned
V1612257	Gardnerella_vaginalis
V1612259	not assigned
V1580465	not assigned
V1612268	Gardnerella_sp14
V1612269	Gardnerella_piotii
V1612270	Gardnerella_vaginalis
V1328066	Gardnerella_sp12
V1612281	Gardnerella_sp14
V1612283	Gardnerella_piotii
V1612284	not assigned
V1612290	not assigned
V1612293	Gardnerella_piotii
V1583538	not assigned
V1585004	not assigned
V1612299	not assigned
V1736979	Gardnerella_vaginalis
V1612314	Gardnerella_sp8
V1612327	Gardnerella_piotii
V1612329	not assigned
V1612330	Gardnerella_vaginalis
V1704979	Gardnerella_sp2
V1612333	Gardnerella_piotii
V1612341	Gardnerella_piotii
V1612348	not assigned
V1612350	not assigned
V1612357	not assigned
V1612360	not assigned
V1199645	not assigned
V1612368	not assigned
V1724208	Gardnerella_vaginalis
V1612371	not assigned
V1612372	Gardnerella_sp3
V1612378	not assigned
V1612386	not assigned
V1413846	not assigned
V1612396	not assigned
V1612411	Gardnerella_sp14
V1612412	not assigned
V1612413	not assigned
V1612414	not assigned
V1612415	not assigned
V1736950	Gardnerella_vaginalis
V1612425	Gardnerella_piotii
V1612426	Gardnerella_piotii
V1612436	Gardnerella_sp2
V1594758	Gardnerella_sp2
V1612451	Gardnerella_sp3
V1612495	not assigned
V1031992	not assigned
V1612505	Gardnerella_sp12
V1612507	not assigned
V1612518	Gardnerella_piotii
V1612520	Gardnerella_sp3
V1612527	not assigned
V1612530	Gardnerella_sp14
V1038264	not assigned
V1612567	not assigned
V1612575	Gardnerella_piotii
V1736939	Gardnerella_vaginalis
V1612608	Gardnerella_sp2
V1612610	not assigned
V1076345	not assigned
V1612618	Gardnerella_sp3
V1612628	Gardnerella_piotii
V1334695	not assigned
V1612658	not assigned
V1612659	not assigned
V1612670	not assigned
V1612674	not assigned
V1357674	not assigned
V1006925	Gardnerella_sp9
V1612703	not assigned
V1612709	Gardnerella_piotii
V1612712	Gardnerella_sp3
V1612722	not assigned
V1612760	Gardnerella_vaginalis
V1612765	not assigned
V1612770	not assigned
V1612771	not assigned
V1612772	not assigned
V1612775	not assigned
V1612777	Gardnerella_sp3
V1548361	not assigned
V1612807	Gardnerella_vaginalis
V1612813	not assigned
V1200052	Gardnerella_sp10
V1612826	not assigned
V1612830	Gardnerella_piotii
V1244555	not assigned
V1195738	Gardnerella_sp13
V1612867	Gardnerella_piotii
V1612875	not assigned
V1612879	not assigned
V1314355	not assigned
V1612959	not assigned
V1102509	not assigned
V1613065	not assigned
V1613080	Gardnerella_sp3
V1344360	not assigned
V1613255	not assigned
V1613327	not assigned
V1612033	not assigned
V1613370	Gardnerella_piotii
V1613417	Gardnerella_piotii
V1613419	not assigned
